from,to,cost
sx48z12,sx48z9,3
sx48z12,sx48z15,3
sx48z15,sx45z15,3
sx48z15,sx48z12,3
sx48z15,sx48z18,3
sx48z18,sx45z18,3
sx48z18,sx48z15,3
sx48z18,sx48z21,3
sx48z21,sx45z21,3
sx48z21,sx48z18,3
sx48z21,sx48z24,3
sx48z24,sx45z24,3
sx48z24,sx48z21,3
sx48z24,sx48z27,3
sx48z27,sx45z27,3
sx48z27,sx48z24,3
sx48z27,sx48z30,3
sx48z30,sx45z30,3
sx48z30,sx48z27,3
sx48z30,sx48z33,3
sx48z33,sx45z33,3
sx48z33,sx48z30,3
sx48z33,sx48z36,3
sx48z36,sx45z36,3
sx48z36,sx48z33,3
sx48z36,sx48z39,3
sx48z39,sx45z39,3
sx48z39,sx48z36,3
sx48z39,sx48z42,3
sx48z42,sx45z42,3
sx48z42,sx48z39,3
sx48z42,sx48z45,3
sx48z45,sx45z45,3
sx48z45,sx48z42,3
sx48z45,sx48z48,3
sx48z48,sx45z48,3
sx48z48,sx48z45,3
